40,22,9,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,880
427,83,34,22,9,8,6,6,2,1,2,1,0,1,0,0,0,0,0,0,3197
0,27,16,9,2,3,3,4,0,1,0,1,0,0,0,0,0,0,0,0,714
0,472,101,45,20,10,8,6,2,4,4,1,2,1,0,0,0,1,0,0,3607
0,0,18,9,5,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,511
0,0,384,89,33,17,15,13,1,1,1,0,2,0,0,0,1,0,0,0,3303
0,0,0,25,12,9,5,5,2,2,2,0,0,0,0,0,0,0,0,0,663
0,0,0,262,67,21,16,9,2,1,6,3,2,1,0,0,0,2,0,0,2489
0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96
0,0,0,0,326,62,31,17,9,9,1,4,0,1,0,0,0,0,0,0,2589
0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,81
0,0,0,0,0,206,42,22,8,6,2,0,5,0,0,2,0,0,0,0,1816
0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,117
0,0,0,0,0,0,209,52,14,10,2,5,3,1,1,0,0,1,0,0,2000
0,0,0,0,0,0,0,15,4,1,1,3,2,0,0,0,0,0,0,0,328
0,0,0,0,0,0,0,221,32,15,3,9,3,2,1,3,1,0,0,0,1804
0,0,0,0,0,0,0,0,14,6,7,2,3,1,0,0,0,0,0,0,416
0,0,0,0,0,0,0,0,170,59,16,13,5,5,2,1,2,1,0,0,2154
0,0,0,0,0,0,0,0,0,13,8,4,6,3,0,0,1,0,0,0,559
0,0,0,0,0,0,0,0,0,223,35,32,7,7,3,1,2,1,0,1,1813
0,0,0,0,0,0,0,0,0,0,12,6,0,1,1,0,0,1,0,0,280
0,0,0,0,0,0,0,0,0,0,183,52,12,7,2,1,6,0,0,0,1664
0,0,0,0,0,0,0,0,0,0,0,13,6,3,2,1,1,0,0,0,512
0,0,0,0,0,0,0,0,0,0,0,223,41,19,11,4,1,0,1,1,1841
0,0,0,0,0,0,0,0,0,0,0,0,12,6,5,3,0,1,0,0,507
0,0,0,0,0,0,0,0,0,0,0,0,163,34,16,11,5,1,3,1,1525
0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,1,2,368
0,0,0,0,0,0,0,0,0,0,0,0,0,220,44,26,12,7,4,4,2126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,3,1,1,467
0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,40,26,15,4,2,2584
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,1,0,740
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,36,17,8,5,2267
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,8,5,1033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,47,13,8,2169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,5,1014
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,37,15,2024
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,822
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,22,1957
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2076
17,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
48,26,13,6,4,4,2,2,1,0,0,0,1,0,0,0,0,0,0,0,889
0,25,6,10,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,482
0,70,28,22,9,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,945
